0 -5232.4121
500 -5097.1539
1000 -5104.8705
1500 -5075.6860
2000 -5048.5390
2500 -5127.5648
3000 -5093.0445
3500 -5061.9494
4000 -5096.4264
4500 -5053.5635
5000 -5099.0657
5500 -5101.6880
6000 -5123.4002
6500 -5119.0902
7000 -5141.5738
7500 -5155.7035
8000 -5160.7446
8500 -5143.5852
9000 -5142.6239
9500 -5100.9678
10000 -5137.0098
10500 -5146.0251
11000 -5105.3960
11500 -5126.2828
12000 -5140.2160
12500 -5084.4142
13000 -5075.5741
13500 -5128.4829
14000 -5126.3028
14500 -5137.9196
15000 -5109.8667
15500 -5116.1785
16000 -5081.5658
16500 -5119.3932
17000 -5126.1551
17500 -5119.4675
18000 -5094.1300
18500 -5118.2041
19000 -5075.9551
19500 -5109.9845
20000 -5144.4536
20500 -5084.8475
21000 -5147.9846
21500 -5105.6948
22000 -5105.8259
22500 -5073.6532
23000 -5111.3694
23500 -5157.7985
24000 -5105.4193
24500 -5117.8364
25000 -5173.4827
25500 -5107.4931
26000 -5151.3323
26500 -5145.7466
27000 -5162.3002
27500 -5125.9691
28000 -5122.0871
28500 -5143.3576
29000 -5069.8923
29500 -5084.7573
30000 -5112.3164
30500 -5091.7938
31000 -5119.8157
31500 -5163.5853
32000 -5100.3863
32500 -5121.7826
33000 -5078.7430
33500 -5102.4425
34000 -5049.6306
34500 -5080.7921
35000 -5095.7113
35500 -5083.3186
36000 -5112.3886
36500 -5137.7743
37000 -5139.3011
37500 -5144.6909
38000 -5158.9387
38500 -5130.6316
39000 -5154.9947
39500 -5213.1376
40000 -5201.2133
40500 -5181.4966
41000 -5198.4829
41500 -5198.1419
42000 -5163.8888
42500 -5211.8711
43000 -5201.8877
43500 -5226.5153
44000 -5178.0872
44500 -5218.8640
45000 -5245.0848
45500 -5162.4676
46000 -5137.0279
46500 -5175.7201
47000 -5194.0613
47500 -5184.4788
48000 -5097.7280
48500 -5109.7142
49000 -5086.1310
49500 -5181.6645
50000 -5149.2402
50500 -5086.2719
51000 -5058.9408
51500 -5127.5637
52000 -5150.0220
52500 -5152.1202
53000 -5195.6777
53500 -5169.8011
54000 -5143.1464
54500 -5111.9295
55000 -5099.2028
55500 -5127.5090
56000 -5115.5385
56500 -5144.8631
57000 -5126.5670
57500 -5134.2118
58000 -5101.7426
58500 -5061.7426
59000 -5053.0889
59500 -5100.6590
60000 -5075.2920
60500 -5115.7265
61000 -5144.9415
61500 -5164.4989
62000 -5185.7994
62500 -5187.9061
63000 -5109.2680
63500 -5124.1324
64000 -5131.8049
64500 -5135.2603
65000 -5148.1680
65500 -5110.7053
66000 -5115.0971
66500 -5116.2391
67000 -5124.1729
67500 -5106.7060
68000 -5119.8103
68500 -5159.7582
69000 -5141.7561
69500 -5090.5653
70000 -5083.2380
70500 -5108.3112
71000 -5073.1824
71500 -5100.4795
72000 -5119.6824
72500 -5128.0800
73000 -5149.1209
73500 -5143.1895
74000 -5074.1773
74500 -5132.1723
75000 -5161.3325
75500 -5152.7077
76000 -5148.4687
76500 -5126.0492
77000 -5127.3674
77500 -5131.2818
78000 -5131.6498
78500 -5068.7035
79000 -5128.1295
79500 -5169.4190
80000 -5140.0489
80500 -5171.4706
81000 -5155.6726
81500 -5166.7130
82000 -5173.7274
82500 -5148.0888
83000 -5134.5204
83500 -5105.1232
84000 -5065.6563
84500 -5130.8624
85000 -5116.9866
85500 -5090.5570
86000 -5136.8971
86500 -5104.7161
87000 -5123.7715
87500 -5109.9214
88000 -5121.6364
88500 -5121.9440
89000 -5108.8186
89500 -5088.4168
90000 -5040.3726
90500 -5151.3900
91000 -5118.5351
91500 -5118.8397
92000 -5134.7611
92500 -5118.5808
93000 -5056.9171
93500 -5073.7422
94000 -5052.9214
94500 -5103.0232
95000 -5183.9625
95500 -5138.4640
96000 -5153.2344
96500 -5110.7457
97000 -5121.5957
97500 -5201.7677
98000 -5166.9344
98500 -5108.5135
99000 -5097.7085
99500 -5103.7433
100000 -5151.2793

