0 289.6238
500 311.4780
1000 326.9134
1500 325.0331
2000 313.7698
2500 326.9851
3000 316.0603
3500 316.9503
4000 325.4891
4500 312.5937
5000 315.9821
5500 298.7917
6000 313.7350
6500 306.6861
7000 308.7030
7500 306.2013
8000 300.0692
8500 295.9479
9000 307.3850
9500 299.0919
10000 304.4780
10500 317.4932
11000 305.7031
11500 324.0834
12000 308.4408
12500 308.0840
13000 304.8865
13500 312.0243
14000 305.1665
14500 300.7637
15000 304.4713
15500 299.1919
16000 296.0432
16500 312.5970
17000 308.7453
17500 309.9869
18000 297.8400
18500 310.0749
19000 290.5559
19500 300.4875
20000 312.6797
20500 304.3221
21000 315.3364
21500 303.1345
22000 303.9909
22500 299.5003
23000 307.5983
23500 307.8820
24000 296.1807
24500 304.9538
25000 308.2052
25500 295.1621
26000 303.4026
26500 294.5912
27000 300.9296
27500 298.9032
28000 307.2135
28500 309.3025
29000 297.7650
29500 301.8539
30000 310.3032
30500 304.8887
31000 298.6811
31500 305.4088
32000 300.3216
32500 312.1703
33000 307.3887
33500 312.9935
34000 301.3542
34500 318.0664
35000 302.5130
35500 308.7619
36000 299.8762
36500 293.3728
37000 296.4799
37500 295.2873
38000 299.5698
38500 292.2889
39000 293.7839
39500 292.9593
40000 294.7479
40500 281.3732
41000 299.7305
41500 288.3769
42000 285.4296
42500 291.2261
43000 291.8370
43500 303.5404
44000 284.3828
44500 287.1623
45000 297.5742
45500 300.0527
46000 289.6023
46500 300.5471
47000 297.5232
47500 299.3686
48000 287.1005
48500 294.3884
49000 306.3313
49500 316.5519
50000 306.8356
50500 304.2174
51000 313.0529
51500 316.8360
52000 306.4905
52500 309.6849
53000 316.5911
53500 297.8970
54000 300.8963
54500 294.2201
55000 297.8547
55500 322.4657
56000 297.7694
56500 303.9084
57000 308.1070
57500 312.4269
58000 310.2821
58500 312.6294
59000 308.4950
59500 317.0621
60000 316.8414
60500 310.0455
61000 307.2671
61500 303.7466
62000 298.0960
62500 303.9627
63000 295.9439
63500 291.3808
64000 299.9566
64500 294.1839
65000 308.5363
65500 299.4727
66000 317.0136
66500 310.3793
67000 318.8778
67500 310.4831
68000 300.5869
68500 307.6624
69000 308.8416
69500 317.6352
70000 312.6707
70500 309.3416
71000 306.3263
71500 314.1343
72000 313.4894
72500 309.5382
73000 320.5224
73500 306.0012
74000 296.5308
74500 301.1805
75000 313.1907
75500 298.1228
76000 301.3034
76500 291.7504
77000 300.4743
77500 304.6160
78000 303.7698
78500 299.0642
79000 313.7260
79500 309.3305
80000 297.5955
80500 304.6196
81000 307.1778
81500 300.9534
82000 311.2182
82500 308.4091
83000 304.5056
83500 314.8853
84000 306.7293
84500 321.8915
85000 310.5050
85500 296.3856
86000 305.6191
86500 301.2790
87000 309.9889
87500 309.4866
88000 296.3498
88500 312.5005
89000 308.6205
89500 309.1763
90000 298.5868
90500 318.5993
91000 308.3478
91500 306.8812
92000 295.4166
92500 321.5260
93000 305.6340
93500 323.4406
94000 314.8097
94500 301.4888
95000 309.5063
95500 301.3018
96000 295.6017
96500 296.0358
97000 308.1938
97500 312.8064
98000 292.8782
98500 294.1017
99000 292.7139
99500 308.1194
100000 308.8719

