# time(ps) Nwater Force (pN) Pressure Dif (atm) 
151 199 13829.106999999998 29798.151503675293
152 199 13829.106999999998 29798.151503675293
153 192 13342.655999999999 28749.975320128928
154 190 13203.669999999998 28450.496410544252
155 190 13203.669999999998 28450.496410544252
156 192 13342.655999999999 28749.975320128928
157 199 13829.106999999998 29798.151503675293
158 198 13759.614 29648.41204888296
159 193 13412.149 28899.714774921267
160 198 13759.614 29648.41204888296
161 198 13759.614 29648.41204888296
162 196 13620.627999999999 29348.933139298282
163 193 13412.149 28899.714774921267
164 192 13342.655999999999 28749.975320128928
165 191 13273.162999999999 28600.235865336588
166 198 13759.614 29648.41204888296
167 195 13551.134999999998 29199.19368450594
168 197 13690.121 29498.672594090618
169 197 13690.121 29498.672594090618
170 197 13690.121 29498.672594090618
171 196 13620.627999999999 29348.933139298282
172 194 13481.642 29049.454229713607
173 193 13412.149 28899.714774921267
174 186 12925.697999999999 27851.538591374898
175 193 13412.149 28899.714774921267
176 191 13273.162999999999 28600.235865336588
177 191 13273.162999999999 28600.235865336588
178 194 13481.642 29049.454229713607
179 193 13412.149 28899.714774921267
180 196 13620.627999999999 29348.933139298282
181 191 13273.162999999999 28600.235865336588
182 191 13273.162999999999 28600.235865336588
183 195 13551.134999999998 29199.19368450594
184 197 13690.121 29498.672594090618
185 193 13412.149 28899.714774921267
186 192 13342.655999999999 28749.975320128928
187 195 13551.134999999998 29199.19368450594
188 191 13273.162999999999 28600.235865336588
189 190 13203.669999999998 28450.496410544252
190 188 13064.684 28151.017500959577
191 189 13134.177 28300.756955751913
192 193 13412.149 28899.714774921267
193 196 13620.627999999999 29348.933139298282
194 199 13829.106999999998 29798.151503675293
195 193 13412.149 28899.714774921267
196 191 13273.162999999999 28600.235865336588
197 195 13551.134999999998 29199.19368450594
198 192 13342.655999999999 28749.975320128928
199 193 13412.149 28899.714774921267
200 196 13620.627999999999 29348.933139298282
