0 -476.5061
5000 -427.7809
10000 -498.6360
15000 -442.2181
20000 -447.6907
25000 -477.5299
30000 -484.7406
35000 -484.9761
40000 -468.3256
45000 -447.5475
50000 -464.4579
55000 -488.2339
60000 -456.4621
65000 -535.8107
70000 -455.2969
75000 -449.5645
80000 -429.6911
85000 -489.2267
90000 -402.6267
95000 -420.3136
100000 -429.3206
105000 -483.5892
110000 -482.0200
115000 -444.8195
120000 -446.7082
125000 -506.6529
130000 -403.4119
135000 -499.7463
140000 -481.4962
145000 -455.0172
150000 -489.1835
155000 -473.2733
160000 -508.8501
165000 -547.3629
170000 -486.3393
175000 -434.8820
180000 -508.0493
185000 -498.7965
190000 -477.3003
195000 -507.8168
200000 -462.8125
205000 -486.3288
210000 -442.9740
215000 -407.3824
220000 -428.1148
225000 -432.9863
230000 -412.8942
235000 -475.1712
240000 -477.0928
245000 -426.9048
250000 -451.4630
255000 -463.3610
260000 -509.1634
265000 -533.1159
270000 -408.8461
275000 -454.3338
280000 -512.5546
285000 -425.1391
290000 -457.0015
295000 -458.0212
300000 -452.1981
305000 -563.4684
310000 -493.7557
315000 -415.9267
320000 -444.5795
325000 -381.7022
330000 -472.3314
335000 -494.6753
340000 -460.5323
345000 -498.3589
350000 -461.2371
355000 -478.9310
360000 -488.9816
365000 -503.1408
370000 -444.4716
375000 -535.8701
380000 -397.3659
385000 -529.8975
390000 -477.2061
395000 -550.6098
400000 -450.8892
405000 -454.8918
410000 -542.1040
415000 -471.3509
420000 -472.1219
425000 -491.3190
430000 -427.4720
435000 -450.9636
440000 -418.9765
445000 -416.9966
450000 -463.3843
455000 -466.3324
460000 -397.5274
465000 -525.5959
470000 -420.7885
475000 -457.8713
480000 -450.0951
485000 -534.9723
490000 -473.3096
495000 -502.0053
500000 -487.7190

